"Total signals"	"Cell type"
"turquoise"	0	""
"black"	0	""
"brown"	2	" DARMANIS_FETAL1 Th2cells"
"green"	0	""
"pink"	0	""
"greenyellow"	1	" Ex2"
"red"	0	""
"yellow"	0	""
"magenta"	0	""
"purple"	1	" Cerebellum_MicrogliaActivation_Neuroexpresso"
"blue"	0	""
